Movie_id,year,title,genre
1087,1994.0,Monkey Trouble,
12404,1994.0,Uncovered,
10831,1972.0,The Thing With Two Heads,
14781,2004.0,"Ron White: They Call Me ""Tater Salad""",
4937,1995.0,Chinese Odyssey 1: Pandora's Box,
11312,1998.0,Mystery Kids,
4339,2000.0,Shadow of the Vampire,
15737,1982.0,Dario Argento Collection: Vol. 3: Tenebre,
737,2004.0,Great Pas de Deux,
102,2004.0,Notre Musique,
7519,2002.0,In Search of Ancient Ireland,
7076,2002.0,Ted Bundy,
7317,1996.0,Dark Secrets,
13968,1984.0,The Bostonians,
16826,1999.0,Sarah Brightman: One Night in Eden,
12598,1974.0,The Odessa File,
4027,1988.0,Police Academy 5: Assignment - Miami Beach,
3270,1993.0,Where the Rivers Flow North,
1348,2000.0,The Last Stop,
5761,2001.0,Dawson's Creek: Season 5,
9614,1979.0,Rocky II,
248,2001.0,Michael Moore's The Awful Truth: Season 2,
3288,1978.0,Wonder Woman: Season 3,
13048,1969.0,Battle of Britain,
15534,2001.0,Inu-Yasha: The Movie: Affections Touching Across Time,
8967,1978.0,Dead Kennedys: The Early Years Live,
5514,1999.0,Boy's Choir,
5419,1991.0,Cirque du Soleil: Nouvelle Experience,
17105,2000.0,Markova,
5059,1981.0,Outland,
14703,2004.0,ABBA: Super Troupers,
15883,1997.0,National Geographic: Tigers of the Snow,
11068,1996.0,Prime Suspect 5,
6680,2004.0,Galaxy Angel,
13972,2000.0,The Films of Charles & Ray Eames,
17209,1994.0,Holy Matrimony,
1163,1984.0,2010: The Year We Make Contact,
1721,2002.0,Waking Up in Reno,
15268,1985.0,The Hills Have Eyes 2,
7108,2005.0,Candide,
7052,2004.0,Masters of Poker: Vol. 1: Phil Hellmuth's Million Dollar Poker System,
17437,2004.0,Appleseed,
972,2003.0,Ben Harper: Live at the Hollywood Bowl,
15330,1957.0,Kronos,
10394,1973.0,The World's Greatest Athlete,
8214,2004.0,Wing Chun: Fighting Art,
11132,2003.0,The Texas Chainsaw Massacre,
9611,1959.0,Anatomy of a Murder,
11301,1973.0,The Wicker Man,
7668,2004.0,NFL Films Super Bowl Collection: Super Bowl XI-XX,
16992,1996.0,Emma,
4389,2003.0,A Man Apart,
4716,1970.0,Lovers and Other Strangers,
12005,1984.0,Iceman,
13814,1999.0,The Castle,
8394,2001.0,Marilyn Manson: Birth of the Anti-Christ,
14180,2005.0,Shackles,
14482,1995.0,12 Monkeys,
2821,1985.0,Twice in a Lifetime,
11636,1997.0,Chuck Close: A Portrait in Progress,
14242,1966.0,Alfie,
13713,1969.0,Dark Shadows: Vol. 12,
13322,2000.0,Escape Under Pressure,
2010,1963.0,The Courtship of Eddie's Father,
7535,1980.0,Sergeant Cribb: Set 1,
15773,2003.0,Aqua Teen Hunger Force: Vol. 3,
15438,2004.0,The Off Season,
10428,1984.0,Splash: 20th Anniversary Edition,
2361,2002.0,Sex,
7592,2001.0,The Surge,
7145,1984.0,Star Trek III: The Search for Spock,
10248,1999.0,Taxman,
11718,1988.0,Rent-A-Cop,
14942,1995.0,Unzipped,
15679,1994.0,Clerks: Bonus Material,
5504,1976.0,Charlie's Angels: Angels Under Covers,
14337,1988.0,Qayamat Se Qayamat Tak,
7018,2000.0,Baby Van Gogh,
16475,2002.0,Barney: Let's Go to the Zoo,
903,2000.0,Hamlet,
10187,2002.0,Lenny Kravitz: Live,
11137,1996.0,Bogus,
3834,2004.0,Straight Men and the Men Who Love Them,
13049,2002.0,The Jimmy Show,
2639,1999.0,Dragon Tales: We Can Work It Out,
13366,1989.0,For All Mankind,
10971,1949.0,Thieves' Highway,
11233,1975.0,Baretta: Season 1,
6099,1979.0,Apocalypse Now,
4187,1984.0,Hot Dog: The Movie,
6700,1997.0,Fallen Angel,
796,1976.0,Rabid,
5946,1977.0,Saturday Night Fever,
6175,1981.0,A Fine Romance: Set 1,
16219,2004.0,Baby for Sale,
11251,2002.0,Porn Theatre,
5083,1986.0,The Worst Witch,
968,1993.0,Dottie Gets Spanked,
11948,1973.0,Heavy Traffic,
11996,1972.0,Black Mama,
10896,2000.0,Errol Morris' First Person: The Complete Series,
3972,1984.0,Police Academy: Special Edition,
7627,2003.0,Once Upon a Time in Mexico,
14874,1980.0,Spetters,
3845,2005.0,Desperate Souls,
6334,2000.0,Things You Can Tell Just By Looking at Her,
11662,2004.0,The Sopranos: Season 5,
16228,1958.0,Chalti Ka Naam Gaadi,
14691,1999.0,The Matrix,
12702,1955.0,The Desperate Hours,
2555,2003.0,The Greatest '70s Cop Shows,
11929,1997.0,Anaconda,
6021,1977.0,Oh God!,
16206,1998.0,Goosebumps: Chillogy,
7079,2003.0,A Painted House,
3195,1998.0,Saving Private Ryan: Bonus Material,
12807,1994.0,The Magic School Bus: Human Body,
4978,2000.0,Freaks & Geeks: The Complete Series,
9501,2001.0,Lakeboat,
2792,1975.0,Aandhi,
16698,1986.0,Highlander,
6294,1991.0,Wildflower,
13789,2004.0,Thomas & Friends: New Friends for Thomas,
2617,2002.0,Ghost Ship,
11575,1971.0,Nicholas and Alexandra,
1040,2004.0,Thomas & Friends: Thomas's Snowy Surprise,
6352,1984.0,Conan the Destroyer,
89,2000.0,Chain of Command,
9526,2001.0,Juwanna Mann,
7972,2000.0,Dancing in September,
10167,1959.0,One Step Beyond,
9820,1990.0,Berkeley in the Sixties,
7975,2005.0,Saiyuki: The Movie: Requiem,
1397,2004.0,Beethoven: The Sound and the Fury,
16251,1965.0,A High Wind in Jamaica,
16509,2003.0,C-Walk: It's a Way of Livin',
9927,1986.0,Maximum Overdrive,
13737,2000.0,Paragraph 175,
6340,1986.0,Echo Park,
4801,2003.0,Darkness Falls,
9203,2000.0,Waiting for the Messiah,
13076,1948.0,Call Northside 777,
6505,1932.0,Dr. Jekyll & Mr. Hyde: 1932 & 1941,
5459,2000.0,Code Unknown,
128,1985.0,Mr. Vampire,
6282,1981.0,Madman,
8243,1996.0,Eddie,
60,1969.0,The Libertine,
16942,2003.0,Dragon Ball Z: Perfect Cell,
8485,1983.0,Death Ride to Osaka,
4094,1985.0,Doctor Who: Vengeance on Varos,
2003,1974.0,Truck Turner,
2086,2000.0,Endless Summer Revisited,
15467,2003.0,Jhankaar Beats,
17348,2002.0,Andromeda: Season 3,
9465,2004.0,The Fight: American Experience,
9320,1994.0,Iron Will,
6649,2002.0,Ozzy Osbourne: Live at Budokan,
4386,1985.0,The Return of the Living Dead,
11232,2003.0,Streetball Classics: Vol. 1,
4630,1996.0,House Arrest,
11061,1950.0,Halls of Montezuma,
5837,1999.0,Friends: Season 7,
11634,1986.0,Assassin,
8141,1985.0,Stephen King's Cat's Eye,
8146,1998.0,The Land Before Time VI: The Secret of Saurus Rock,
12818,1999.0,Payback,
5162,2002.0,Heaven,
5997,1988.0,Young Guns,
15368,1998.0,Blackjack,
11445,2002.0,Home Alone 4: Taking Back the House,
7440,2004.0,Jewel: Live at Humphrey's by the Bay,
10490,1999.0,Bravo Two Zero,
961,1957.0,Love in the Afternoon,
15588,1998.0,Reagan: American Experience,
1839,2001.0,The Caveman's Valentine,
10701,1985.0,Gotcha!,
15295,2004.0,Trauma,
14113,2003.0,Stitch! The Movie,
10839,2003.0,Picasso: Magic,
16535,1979.0,1941,
314,1985.0,Saturday Night Live: The Best of Jon Lovitz,
13314,2001.0,Sedona,
13299,2003.0,Mango Yellow,
5848,1995.0,Gunsmith Cats: Bulletproof,
17037,2002.0,The Cult: Live Cult: Music Without Fear,
17501,1955.0,Dr. Jekyll and Mr. Hyde,
15633,2000.0,The Thin Blue Lie,
1871,1982.0,Fela: Music Is the Weapon,
17362,1982.0,Evilspeak,
16222,2004.0,The Lion King 1 1/2,
16432,1991.0,Red Green: Stuffed and Mounted 2,
12565,2002.0,Super Sucker,
10309,2000.0,Turn It Up,
636,1980.0,Stir Crazy,
10207,1991.0,God of Gamblers III: Back to Shanghai,
12244,2002.0,The Good Girl,
14302,2000.0,The Sopranos: Season 2,
10979,1949.0,I Was a Male War Bride,
17220,2003.0,Prenatal Yoga,
3618,1998.0,Longest Nite,
8396,1991.0,Surviving Desire,
4878,2000.0,Lady and the Tramp II: Scamp's Adventure,
658,1991.0,Robin Hood: Prince of Thieves,
9125,2001.0,Hearts in Atlantis,
15890,1987.0,The Brave Little Toaster,
14825,1975.0,The Man Who Would Be King,
16889,1969.0,Take the Money and Run,
10484,1925.0,Sally of the Sawdust,
170,1972.0,Tomorrow,
17303,2004.0,We Don't Live Here Anymore,
8422,1998.0,Thomas & Friends: Cranky Bugs,
6085,1931.0,M,
6179,2005.0,Cookers,
1708,1936.0,Modern Times,
5862,2000.0,Memento,
11216,1991.0,Gundam 0083: Stardust Memory,
6163,1990.0,Betsy's Wedding,
201,2001.0,Home Movie,
1705,2004.0,Agatha Christie's Marple: Series 1,
5599,2004.0,George Harrison: The Dark Horse Years 1976-1992,
2910,1962.0,If a Man Answers,
2678,1996.0,Price of Desire,
14571,1999.0,Toy Story 2,
17699,1996.0,3rd Rock from the Sun: Season 1,
3861,2001.0,Jekyll & Hyde: The Musical,
6068,1993.0,Addams Family Values,
2009,1999.0,The Talented Mr. Ripley,
2299,1941.0,Shadow of the Thin Man,
16089,2004.0,Sherlock Holmes and the Case of the Silk Stocking,
12720,2000.0,Winter Sleepers,
8456,1999.0,Peter Frampton: Live in Detroit,
10388,1997.0,Gridlock'd,
124,2000.0,Cold Blooded,
2481,2004.0,Democracy University: DVD Series: Vol. 1,
17156,1957.0,Les Girls,
15675,1995.0,Anne Frank Remembered,
7705,1992.0,Final Analysis,
13409,1993.0,A Perfect World,
291,2000.0,Chained Heat 3: Hell Mountain,
7516,1958.0,Hidden Fortress,
2440,1976.0,Little House on the Prairie: Season 3,
104,1965.0,The Great Race,
15347,1993.0,House of Cards,
2663,2000.0,Swimming,
1625,1986.0,Aliens: Collector's Edition,
1870,1997.0,Late Bloomers,
17746,1991.0,Godzilla & Mothra: Battle for Earth / Vs. King Ghidora,
6952,2005.0,Gilgamesh,
477,1990.0,George Carlin: Personal Favorites,
17645,1999.0,Classic Albums: U2: The Joshua Tree,
13187,1949.0,Take Me Out to the Ball Game,
1451,1976.0,The Big Bus,
1731,2003.0,Jackie Chan: Who is He?,
6157,1997.0,Hoodlum,
14959,1999.0,The Jack Bull,
3078,1994.0,The Best of Friends: Season 2,
8133,2004.0,Yu-Gi-Oh!: Season 1,
6144,1991.0,Ranma 1/2: Big Trouble in Nekonron China,
9647,2002.0,Lisa Lampanelli: The Queen of Mean,
2827,1988.0,Depeche Mode: 101,
9854,2002.0,Battle of the X-Planes: Nova,
9966,1999.0,Better Than Chocolate,
9393,1940.0,Go West / The Big Store,
12619,1938.0,The Three Stooges: Healthy,
15353,1945.0,Sherlock Holmes: The House of Fear,
8726,1994.0,The Discoverers: IMAX,
11493,2000.0,Newsbreak,
9237,1990.0,The Witches,
8177,1988.0,Gorillas in the Mist,
10087,1997.0,Dr. Quinn,
5917,1980.0,Tinker,
10498,1998.0,Surrender Dorothy,
1322,2001.0,Yosemite: The World's Most Spectacular Valley,
12493,2001.0,Spy Game,
2302,1995.0,Clockers,
7489,1998.0,Portland Street Blues,
6707,1960.0,The Andy Griffith Show,
16643,1988.0,The Bourne Identity,
2335,1951.0,Father's Little Dividend,
1262,1982.0,Dead Men Don't Wear Plaid,
11821,1983.0,XTRO,
2282,2005.0,Disney Princess Stories: Vol. 2: Tales of Friendship,
1770,1995.0,Trainspotting,
5763,2004.0,Earthquake: Nature Unleashed,
5378,1927.0,My Best Girl,
14834,1958.0,Leonard Bernstein's Young People's Concerts,
12341,1960.0,Mughal-E-Azam,
7050,2002.0,Backflash,
6809,2005.0,Shabd,
323,1999.0,Modern Vampires,
17372,1998.0,Out of Season,
3257,1990.0,Takegami: Guardian of Darkness: War God,
857,1963.0,The Three Stooges Go Around the World in a Daze,
3486,1999.0,The Source,
11416,1975.0,Doctor Who: The Ark in Space,
7477,2002.0,Hunting Humans,
1990,2003.0,Killing Emmett Young,
4394,2001.0,Druids,
4603,1948.0,On Our Merry Way,
7301,1961.0,The Best of Mr. Peabody & Sherman: Vol. 1,
17086,1999.0,Battle Athletes Victory: Vol. 5: No Looking Back,
5095,2003.0,Running on Karma,
10791,2001.0,Teletubbies: Baby Animals,
3617,1992.0,Death Becomes Her,
1003,2001.0,Basic Elements: My Complete Fitness Guide,
15630,1982.0,T.J. Hooker: Seasons 1 & 2,
6511,1938.0,The Three Stooges: Stooged and Confoosed,
6490,2004.0,Dream Theater: Images and Words: Live in Tokyo / 5 Years in a LIVEtime,
3071,1973.0,The Way We Were,
9564,1976.0,Lifeguard,
9535,1941.0,Irene Dunne Romance Classics: Love Affair/ Penny Serenade,
11686,2000.0,Da Hip Hop Witch,
11014,2004.0,The Last Sign,
3264,1993.0,Aspen Extreme,
8658,2002.0,Grand Illusions: The Story of Magic,
8823,1983.0,Copper Mountain,
9926,1997.0,8 Heads in a Duffel Bag,
8661,2004.0,Franklin: Favorite Turtle Tales,
5712,1999.0,The Hunchback of Notre Dame,
5827,1995.0,Jupiter's Wife,
1714,2001.0,Jodi No. 1,
1985,1993.0,Oh My Goddess!,
2079,1987.0,Family Viewing,
17090,2005.0,NFL: Super Bowl XXXIX,
1454,2004.0,Fangoria Blood Drive,
5169,1992.0,My Cousin Vinny,
14693,2003.0,Colour of the Truth,
9130,1990.0,A Chinese Ghost Story 2,
11964,1969.0,Dark Shadows: Vol. 19,
15226,2002.0,Sopranos Unauthorized: Shooting Sites Uncovered,
3828,2004.0,Ginger Snaps Back: The Beginning,
12794,1942.0,The Battle of Midway,
10611,2004.0,Wrestlemania XX 2004,
10412,2003.0,MTV: Punk'd: Season 1,
12618,1993.0,Guilty as Sin,
12423,1993.0,Dr. Quinn,
8474,1992.0,Emmanuelle 5,
12490,1984.0,The Adventures of Buckaroo Banzai,
752,1993.0,Star Trek: The Next Generation: Season 7,
12580,1984.0,Revenge of the Nerds / Revenge of the Nerds 2: Double Feature,
6701,1995.0,Haunted,
9247,2003.0,Rammstein: Lichtspielhaus,
17559,2001.0,The Deep End,
2026,2002.0,Norah Jones: Live in New Orleans,
13091,1993.0,Malice,
8036,1991.0,Chinese Ghost Story 3: Special Edition,
6886,2004.0,The Dreamers,
20,1972.0,Seeta Aur Geeta,
15454,2001.0,Slap Shot 2: Breaking the Ice,
13079,1976.0,The Best Way to Walk,
1329,1998.0,He Got Game,
16871,2000.0,What's Cooking?,
16327,1999.0,A Kid Called Danger,
15792,2003.0,National Geographic: Everest: 50 Years on the Mountain,
9536,1985.0,The Official Story,
12747,2001.0,Time Out,
13415,1984.0,The Warrior from Shaolin,
1088,1980.0,Hammer House of Horror,
11610,2002.0,A Brilliant Madness: American Experience,
17695,1979.0,Going in Style,
12218,1958.0,Run Silent,
11072,2000.0,Joseph Campbell: The Hero's Journey,
5934,1992.0,Witchcraft IV: The Virgin Heart,
8067,2001.0,The Inspector Lynley Mysteries: A Great Deliverance,
3987,1939.0,The Roaring Twenties,
4817,1981.0,Cannibal Ferox,
8038,1950.0,Cinderella: Special Edition,
6236,1986.0,The Singing Detective,
5386,2001.0,After Image,
8555,2005.0,The Crow: Wicked Prayer,
10597,2000.0,Inspector Morse 33: The Remorseful Day,
13863,2001.0,Kingdom Come,
11387,1955.0,Teaserama,
7804,1987.0,Full House: Season 1,
8584,2003.0,Shattered Glass,
6832,1995.0,Black Sun: The Nanking Massacre,
10919,2004.0,Glass Trap,
15820,2003.0,Love Don't Cost a Thing,
12551,1999.0,Lush,
929,2002.0,Journeys with George,
5460,1998.0,Tess of the D'Urbervilles,
9057,1999.0,The Brutal Truth,
1511,2000.0,On the Beach,
7054,2000.0,Cold Heart,
10644,2002.0,The West Wing: Season 4,
14985,1998.0,Almost Heroes,
9978,2004.0,Balance Ball for Weight Loss,
2547,1998.0,Green Legend Ran,
5863,1945.0,The Three Stooges: Curly Classics,
11275,2001.0,Suze Orman: The Road to Wealth,
451,1993.0,Batman the Animated Series: Vol. 3,
11419,1997.0,David Searching,
9419,1974.0,Lady Snowblood: Love Song of Vengeance,
11710,1997.0,Men in Black: Bonus Material,
1555,1953.0,The Little Fugitive,
11287,1986.0,The Golden Girls: Season 2,
2705,2001.0,How High,
837,1972.0,All in the Family: Season 3,
13040,1977.0,Day of the Animals,
4468,1998.0,Frasier: Season 6,
4863,1993.0,Dario Argento's Trauma,
12418,2005.0,The Triangle,
12621,1971.0,See No Evil,
9545,2002.0,The Adventures of Pluto Nash,
9755,1999.0,Blood Dolls,
6766,1990.0,Slumber Party Massacre III,
4661,1999.0,Deuce Bigalow: Male Gigolo,
7933,1985.0,Flesh + Blood,
10307,1970.0,Quackser Fortune Has a Cousin in the Bronx,
14137,1995.0,Johnny Mnemonic,
16950,2003.0,Mummy's Kiss,
8652,1980.0,The Changeling,
13230,1950.0,Born Yesterday,
6070,1989.0,Black Adder IV,
9076,1954.0,Samurai Trilogy 1: Musashi Miyamoto,
7853,1988.0,36 Fillette,
10053,1968.0,Oliver!,
11467,1962.0,How the West Was Won,
6473,2002.0,Cherish,
2713,1953.0,Glen or Glenda,
6931,2003.0,Terminator 3: Rise of the Machines,
14631,2001.0,Scooby-Doo and the Cyber Chase,
5515,1964.0,Dr. Strangelove,
7429,2000.0,The Most Terrible Time in My Life,
6435,1974.0,Frankenstein and the Monster From Hell,
6806,1953.0,The Glenn Miller Story,
4354,1997.0,Fever Pitch,
6704,1974.0,Big Bad Mama,
3036,2003.0,Killing Words,
11771,2003.0,Dreamcatcher,
4133,1955.0,The Kentuckian,
11321,1986.0,Born to Defense,
4125,1999.0,Mary,
425,2000.0,The 10th Kingdom,
6536,1972.0,Panda! Go Panda!,
15106,2003.0,Noam Chomsky: Rebel Without a Pause,
10952,1996.0,Heaven's Prisoners,
13802,2002.0,Zone of the Enders: Dolores,
12898,1989.0,Fright Night Part II,
9427,2003.0,Chicago: A&E Live by Request,
12662,2002.0,The Queen of the Damned,
328,2002.0,Deftones: Live in Hawaii,
9431,2000.0,Get Carter,
13617,2005.0,Jethro Tull: Nothing Is Easy: Live at the Isle of Wight 1970,
9358,1990.0,Maniac Nurses Find Ecstasy,
3311,2002.0,Vampire Clan,
4074,1971.0,Le Mans,
17308,2001.0,Legally Blonde,
10398,2005.0,Curious,
7761,1992.0,The Return of Spinal Tap,
12514,2002.0,Triggermen,
15145,2004.0,With God on Our Side: George W. Bush and the Rise of the Religious Right in America,
10970,1986.0,Castle in the Sky,
14462,1989.0,She Shoots Straight,
4167,2002.0,Mickey's House of Villains,
4994,2002.0,Snapshots,
14313,2000.0,The Patriot,
10856,1997.0,Classic Albums: Jimi Hendrix: Electric Ladyland,
16155,2005.0,Frank Zappa: The Dub Room Special,
7919,1953.0,Niagara,
12360,2001.0,The Happiness of the Katakuris,
4270,1990.0,Opportunity Knocks,
2141,2001.0,Brief Crossing,
13083,1988.0,A Short Film About Killing,
5183,1997.0,100 Years of Comedy,
9052,2001.0,Dave Matthews Band: The Videos: 1994-2001,
17556,1984.0,November Moon,
10300,1958.0,Houseboat,
9699,2003.0,The Snow Walker,
12827,1998.0,Teletubbies: Here Come the Teletubbies,
13696,2002.0,Mondays in the Sun,
1863,1978.0,Harper Valley P.T.A.,
2586,2000.0,The Game of Death,
4881,1994.0,Crumb,
3469,1955.0,The Night of the Hunter,
16842,2003.0,MTV: The Real World You Never Saw: Paris,
7677,1996.0,Danielle Steel's The Ring,
16875,2005.0,Ah! My Goddess,
9396,1996.0,The Crow: City of Angels,
12607,1945.0,Flame of Barbary Coast,
12192,2004.0,Broadway's Lost Treasures II,
13221,1999.0,Rowdy Girls,
6663,2003.0,Latin Kings: A Street Gang Story,
252,2002.0,Stuart Little 2,
13690,1953.0,Law and Order,
6246,1994.0,Class Act,
4823,1995.0,Sharpe 7: Sharpe's Battle,
10888,1990.0,Dil,
9968,2002.0,Ice Age: Bonus Material,
3070,1936.0,Pennies from Heaven,
8460,2000.0,Tom Green Show: Unscensored,
15821,1994.0,Highlander: Counterfeit,
13637,1998.0,Angel of the Night,
13782,1999.0,38 Special: Live at Sturgis,
9508,2004.0,Welcome to Mooseport,
8837,1997.0,Cube,
10150,1966.0,Blues Masters,
8553,1999.0,Pokemon: Vol. 9: Fashion Victim,
2389,1992.0,The Cutting Edge,
